invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country
543447,22087,PAPER BUNTING WHITE LACE,6,2011-02-08 12:01:00,2.95,16265,United Kingdom
543447,22567,20 DOLLY PEGS RETROSPOT,12,2011-02-08 12:01:00,1.25,16265,United Kingdom
543447,21260,FIRST AID TIN,6,2011-02-08 12:01:00,3.25,16265,United Kingdom
543447,21354,TOAST ITS - BEST MUM,12,2011-02-08 12:01:00,1.25,16265,United Kingdom
543448,22835,HOT WATER BOTTLE I AM SO POORLY,1,2011-02-08 12:12:00,7.46,,United Kingdom
543450,84970s,HANGING HEART ZINC T-LIGHT HOLDER,4,2011-02-08 12:12:00,2.08,,United Kingdom
543448,21866,UNION JACK FLAG LUGGAGE TAG,2,2011-02-08 12:12:00,3.29,,United Kingdom
543448,82583,HOT BATHS METAL SIGN,5,2011-02-08 12:12:00,4.13,,United Kingdom
543451,48116,DOORMAT MULTICOLOUR STRIPE,2,2011-02-08 12:13:00,14.13,,United Kingdom
543452,22933,BAKING MOULD EASTER EGG MILK CHOC,12,2011-02-08 12:14:00,2.95,16037,United Kingdom
543454,22795,SWEETHEART RECIPE BOOK STAND,1,2011-02-08 12:20:00,6.75,14527,United Kingdom
543458,22639,SET OF 4 NAPKIN CHARMS HEARTS,2,2011-02-08 13:28:00,2.55,14587,United Kingdom
543458,22384,LUNCH BAG PINK POLKADOT,1,2011-02-08 13:28:00,1.65,14587,United Kingdom
543461,21100,CHARLIE AND LOLA CHARLOTTE BAG,1,2011-02-08 13:35:00,4.13,,United Kingdom
543463,22318,FIVE HEART HANGING DECORATION,2,2011-02-08 14:06:00,2.95,15311,United Kingdom
543467,22682,FRENCH BLUE METAL DOOR SIGN 7,1,2011-02-08 14:35:00,2.46,,United Kingdom
543467,22259,FELT FARM ANIMAL HEN,1,2011-02-08 14:35:00,2.46,,United Kingdom
543467,21356,TOAST ITS - FAIRY FLOWER,1,2011-02-08 14:35:00,2.46,,United Kingdom
543467,22625,RED KITCHEN SCALES,1,2011-02-08 14:35:00,16.63,,United Kingdom
543467,22134,MINI LADLE LOVE HEART RED ,1,2011-02-08 14:35:00,0.83,,United Kingdom
543467,82482,WOODEN PICTURE FRAME WHITE FINISH,1,2011-02-08 14:35:00,4.96,,United Kingdom
543467,84596F,SMALL MARSHMALLOWS PINK BOWL,2,2011-02-08 14:35:00,2.46,,United Kingdom
543468,22084,PAPER CHAIN KIT EMPIRE,5,2011-02-08 14:45:00,2.95,14562,United Kingdom
543470,21989,PACK OF 20 SKULL PAPER NAPKINS,12,2011-02-08 14:58:00,0.85,16951,United Kingdom
543470,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2011-02-08 14:58:00,2.10,16951,United Kingdom
543470,21211,SET OF 72 SKULL PAPER  DOILIES,12,2011-02-08 14:58:00,1.45,16951,United Kingdom
543474,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2011-02-08 15:09:00,4.95,14415,United Kingdom
543474,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,2,2011-02-08 15:09:00,4.15,14415,United Kingdom
543474,84792,ENCHANTED BIRD COATHANGER 5 HOOK,2,2011-02-08 15:09:00,4.65,14415,United Kingdom
543474,22662,LUNCH BAG DOLLY GIRL DESIGN,4,2011-02-08 15:09:00,1.65,14415,United Kingdom
543481,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2011-02-08 16:25:00,2.95,14606,United Kingdom
543481,21539,RED RETROSPOT BUTTER DISH,1,2011-02-08 16:25:00,4.95,14606,United Kingdom
543481,20679,EDWARDIAN PARASOL RED,1,2011-02-08 16:25:00,5.95,14606,United Kingdom
543484,22526,WHEELBARROW FOR CHILDREN ,3,2011-02-09 10:11:00,12.75,12721,France
543484,22859,EASTER TIN BUNNY BOUQUET,6,2011-02-09 10:11:00,1.65,12721,France
543492,21925,UNION STRIPE CUSHION COVER ,12,2011-02-09 10:41:00,1.25,12720,Germany
543507,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,4,2011-02-09 10:49:00,1.25,15039,United Kingdom
543518,22090,PAPER BUNTING RETROSPOT,40,2011-02-09 11:21:00,2.55,12753,Japan
543519,20677,PINK POLKADOT BOWL,24,2011-02-09 11:38:00,1.25,17083,United Kingdom
543529,85066,CREAM SWEETHEART MINI CHEST,5,2011-02-09 12:16:00,12.75,18109,United Kingdom
543529,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-02-09 12:16:00,2.95,18109,United Kingdom
543530,22182,CAKE STAND VICTORIAN FILIGREE SMALL,1,2011-02-09 12:46:00,4.13,,United Kingdom
543530,21070,VINTAGE BILLBOARD MUG ,1,2011-02-09 12:46:00,2.46,,United Kingdom
543530,21069,VINTAGE BILLBOARD TEA MUG,1,2011-02-09 12:46:00,2.46,,United Kingdom
543530,22174,PHOTO CUBE,1,2011-02-09 12:46:00,3.29,,United Kingdom
543530,85099B,JUMBO BAG RED RETROSPOT,1,2011-02-09 12:46:00,4.13,,United Kingdom
543530,90200C,BLUE SWEETHEART BRACELET,1,2011-02-09 12:46:00,4.15,,United Kingdom
543530,22195,LARGE HEART MEASURING SPOONS,2,2011-02-09 12:46:00,3.29,,United Kingdom
543532,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1,2011-02-09 12:59:00,5.79,,United Kingdom
543532,22467,GUMBALL COAT RACK,1,2011-02-09 12:59:00,4.96,,United Kingdom
543532,20748,KENSINGTON COFFEE SET,1,2011-02-09 12:59:00,24.96,,United Kingdom
543532,82001s,VINYL RECORD FRAME SILVER,1,2011-02-09 12:59:00,7.46,,United Kingdom
543533,85114c,RED ENCHANTED FOREST PLACEMAT,2,2011-02-09 13:00:00,3.29,,United Kingdom
543538,21238,RED RETROSPOT CUP,8,2011-02-09 13:57:00,0.85,16143,United Kingdom
543539,84006,MAGIC TREE -PAPER FLOWERS,3,2011-02-09 14:18:00,0.85,17757,United Kingdom
543540,22507,MEMO BOARD RETROSPOT  DESIGN,4,2011-02-09 14:44:00,4.95,17412,United Kingdom
543543,22271,FELTCRAFT DOLL ROSIE,1,2011-02-09 15:33:00,2.95,17843,United Kingdom
543546,21215,IVORY PAPER CUP CAKE CASES ,2,2011-02-09 16:52:00,1.25,,United Kingdom
543546,90141A,GREEN PENDANT TRIPLE SHELL NECKLACE,1,2011-02-09 16:52:00,5.40,,United Kingdom
543546,16235,RECYCLED PENCIL WITH RABBIT ERASER,18,2011-02-09 16:52:00,0.42,,United Kingdom
543546,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,2011-02-09 16:52:00,2.46,,United Kingdom
543590,22804,CANDLEHOLDER PINK HANGING HEART,5,2011-02-10 11:44:00,2.95,17377,United Kingdom
543596,21313,GLASS HEART T-LIGHT HOLDER ,12,2011-02-10 12:21:00,0.85,14898,United Kingdom
543596,85170D,SET/6 PINK BIRD T-LIGHT CANDLES,6,2011-02-10 12:21:00,2.10,14898,United Kingdom
543597,21756,BATH BUILDING BLOCK WORD,3,2011-02-10 12:32:00,5.95,12857,United Kingdom
543598,21463,MIRRORED DISCO BALL ,6,2011-02-10 13:06:00,5.95,18230,United Kingdom
543598,82578,KITCHEN METAL SIGN,12,2011-02-10 13:06:00,0.55,18230,United Kingdom
543599,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,16,2011-02-10 13:08:00,0.00,17560,United Kingdom
543602,22424,ENAMEL BREAD BIN CREAM,1,2011-02-10 13:34:00,12.75,15570,United Kingdom
543610,21407,BROWN CHECK CAT DOORSTOP ,3,2011-02-10 14:30:00,4.25,16425,United Kingdom
C543620,21217,RED RETROSPOT ROUND CAKE TINS,-1,2011-02-10 14:52:00,9.95,14081,United Kingdom
543626,22963,JAM JAR WITH GREEN LID,6,2011-02-10 15:40:00,0.85,15796,United Kingdom
543629,22525,CHILDRENS GARDEN GLOVES PINK,1,2011-02-10 15:55:00,3.29,,United Kingdom
543629,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,2011-02-10 15:55:00,6.25,,United Kingdom
543631,21873,IF YOU CAN'T STAND THE HEAT MUG,6,2011-02-10 16:17:00,1.25,14081,United Kingdom
543631,21530,DAIRY MAID TOASTRACK,2,2011-02-10 16:17:00,2.95,14081,United Kingdom
C543636,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-02-10 16:34:00,3.75,13767,United Kingdom
543639,22299,PIG KEYRING WITH LIGHT & SOUND ,24,2011-02-10 16:52:00,1.25,16725,United Kingdom
543639,15056BL,EDWARDIAN PARASOL BLACK,1,2011-02-10 16:52:00,5.95,16725,United Kingdom
543642,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,4,2011-02-10 17:40:00,2.55,16161,United Kingdom
C543643,22382,LUNCH BAG SPACEBOY DESIGN ,-1,2011-02-10 17:44:00,1.65,16161,United Kingdom
543646,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-02-10 19:44:00,2.95,17790,United Kingdom
543652,20676,RED RETROSPOT BOWL,8,2011-02-11 10:15:00,1.25,15544,United Kingdom
543653,22474,SPACEBOY TV DINNER TRAY,1,2011-02-11 10:26:00,4.95,14796,United Kingdom
543653,22966,GINGERBREAD MAN COOKIE CUTTER,4,2011-02-11 10:26:00,1.25,14796,United Kingdom
543660,85132A,CHARLIE + LOLA BISCUITS TINS,1,2011-02-11 10:40:00,8.29,,United Kingdom
543660,84247L,FAWN AND MUSHROOM GREETING CARD,4,2011-02-11 10:40:00,0.83,,United Kingdom
543660,84913A,SOFT PINK ROSE TOWEL ,1,2011-02-11 10:40:00,3.29,,United Kingdom
543660,85014B,RED RETROSPOT UMBRELLA,1,2011-02-11 10:40:00,12.46,,United Kingdom
543660,48184,DOORMAT ENGLISH ROSE ,1,2011-02-11 10:40:00,14.13,,United Kingdom
543660,20725,LUNCH BAG RED RETROSPOT,2,2011-02-11 10:40:00,4.13,,United Kingdom
543660,22493,PAINT YOUR OWN CANVAS SET,2,2011-02-11 10:40:00,3.29,,United Kingdom
543660,22196,SMALL HEART MEASURING SPOONS,1,2011-02-11 10:40:00,1.63,,United Kingdom
543660,21114,LAVENDER SCENTED FABRIC HEART,1,2011-02-11 10:40:00,10.79,,United Kingdom
543660,22134,MINI LADLE LOVE HEART RED ,1,2011-02-11 10:40:00,0.83,,United Kingdom
543668,22846,BREAD BIN DINER STYLE RED ,4,2011-02-11 11:17:00,14.95,18118,United Kingdom
543668,20679,EDWARDIAN PARASOL RED,1,2011-02-11 11:17:00,5.95,18118,United Kingdom
543713,21864,UNION JACK FLAG PASSPORT COVER ,2,2011-02-11 11:46:00,4.13,,United Kingdom
543713,84989a,75 GREEN FAIRY CAKE CASES,1,2011-02-11 11:46:00,2.08,,United Kingdom
543713,21240,BLUE POLKADOT CUP,4,2011-02-11 11:46:00,1.63,,United Kingdom
543713,22380,TOY TIDY SPACEBOY  ,1,2011-02-11 11:46:00,4.13,,United Kingdom
543713,84991,60 TEATIME FAIRY CAKE CASES,2,2011-02-11 11:46:00,1.25,,United Kingdom
543732,84509a,SET OF 4 ENGLISH ROSE PLACEMATS,2,2011-02-11 12:02:00,7.46,,United Kingdom
543733,POST,POSTAGE,1,2011-02-11 12:16:00,15.00,12395,Belgium
543734,22916,HERB MARKER THYME,12,2011-02-11 12:22:00,0.65,17512,United Kingdom
543734,82551,LAUNDRY 15C METAL SIGN,12,2011-02-11 12:22:00,1.45,17512,United Kingdom
543737,22262,FELT EGG COSY CHICKEN,12,2011-02-11 12:45:00,0.85,12477,Germany
543737,21411,GINGHAM HEART  DOORSTOP RED,3,2011-02-11 12:45:00,4.25,12477,Germany
543737,22212,FOUR HOOK  WHITE LOVEBIRDS,12,2011-02-11 12:45:00,2.10,12477,Germany
543746,22625,RED KITCHEN SCALES,2,2011-02-11 13:50:00,8.50,17675,United Kingdom
543748,21755,LOVE BUILDING BLOCK WORD,12,2011-02-11 13:54:00,5.95,12913,United Kingdom
543754,22084,PAPER CHAIN KIT EMPIRE,6,2011-02-11 14:26:00,2.95,18159,United Kingdom
C543755,22087,PAPER BUNTING WHITE LACE,-6,2011-02-11 14:48:00,2.95,14304,United Kingdom
C543755,21591,COSY HOUR CIGAR BOX MATCHES ,-24,2011-02-11 14:48:00,1.25,14304,United Kingdom
543796,22222,CAKE PLATE LOVEBIRD WHITE,1,2011-02-11 17:31:00,4.95,,United Kingdom
543798,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-02-13 11:13:00,1.25,15058,United Kingdom
543800,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2011-02-13 11:36:00,2.55,17282,United Kingdom
543802,21906,PHARMACIE FIRST AID TIN,1,2011-02-13 12:03:00,6.75,13742,United Kingdom
543802,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,2011-02-13 12:03:00,8.50,13742,United Kingdom
543802,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2011-02-13 12:03:00,2.95,13742,United Kingdom
543803,84279B,CHERRY BLOSSOM DECORATIVE FLASK,1,2011-02-13 12:05:00,3.75,17126,United Kingdom
543806,21908,CHOCOLATE THIS WAY METAL SIGN,1,2011-02-13 12:48:00,2.10,17085,United Kingdom
543806,22457,NATURAL SLATE HEART CHALKBOARD ,3,2011-02-13 12:48:00,2.95,17085,United Kingdom
543809,44236,PINK/PURPLE CIRCLE CURTAIN,4,2011-02-13 13:52:00,4.65,17095,United Kingdom
543812,22488,NATURAL SLATE RECTANGLE CHALKBOARD,8,2011-02-13 14:40:00,1.65,17472,United Kingdom
543815,21896,POTTING SHED TWINE,2,2011-02-13 15:18:00,2.10,17255,United Kingdom
543815,22917,HERB MARKER ROSEMARY,2,2011-02-13 15:18:00,0.65,17255,United Kingdom
543820,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18,2011-02-13 16:05:00,2.55,16084,United Kingdom
543821,22795,SWEETHEART RECIPE BOOK STAND,2,2011-02-14 09:24:00,6.75,17667,United Kingdom
543823,22567,20 DOLLY PEGS RETROSPOT,48,2011-02-14 09:27:00,1.06,17937,United Kingdom
543825,22782,SET 3 WICKER STORAGE BASKETS ,8,2011-02-14 09:33:00,21.95,16098,United Kingdom
543826,21775,DECORATIVE FLORE BATHROOM BOTTLE,1,2011-02-14 09:41:00,2.46,,United Kingdom
543826,84988,SET OF 72 PINK HEART PAPER DOILIES,1,2011-02-14 09:41:00,2.92,,United Kingdom
543826,82494L,WOODEN FRAME ANTIQUE WHITE ,1,2011-02-14 09:41:00,7.46,,United Kingdom
543826,DOT,DOTCOM POSTAGE,1,2011-02-14 09:41:00,168.19,,United Kingdom
543826,22699,ROSES REGENCY TEACUP AND SAUCER ,4,2011-02-14 09:41:00,5.79,,United Kingdom
543826,22889,NUMBER TILE VINTAGE FONT No ,1,2011-02-14 09:41:00,4.13,,United Kingdom
543826,85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,1,2011-02-14 09:41:00,1.63,,United Kingdom
543826,85204,HANGING WOOD AND FELT FLOWER,10,2011-02-14 09:41:00,0.42,,United Kingdom
543828,22423,REGENCY CAKESTAND 3 TIER,16,2011-02-14 09:45:00,10.95,14156,EIRE
543831,20713,JUMBO BAG OWLS,100,2011-02-14 09:57:00,1.65,15769,United Kingdom
543899,21792,CLASSIC FRENCH STYLE BASKET GREEN ,8,2011-02-14 12:11:00,6.75,,EIRE
543899,21980,PACK OF 12 RED RETROSPOT TISSUES ,36,2011-02-14 12:11:00,0.29,,EIRE
543900,20726,LUNCH BAG WOODLAND,20,2011-02-14 12:11:00,1.65,12621,Germany
543907,84946,ANTIQUE SILVER TEA GLASS ETCHED,1,2011-02-14 12:16:00,1.25,17346,United Kingdom
543909,47367B,PAIR PADDED HANGERS PINK CHECK,1,2011-02-14 12:32:00,3.29,,United Kingdom
543909,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,2,2011-02-14 12:32:00,0.83,,United Kingdom
543911,21175,GIN + TONIC DIET METAL SIGN,12,2011-02-14 12:46:00,2.55,17829,United Arab Emirates
543911,21908,CHOCOLATE THIS WAY METAL SIGN,12,2011-02-14 12:46:00,2.10,17829,United Arab Emirates
543924,20934,SET/3 POT PLANT CANDLES,1,2011-02-14 14:14:00,5.45,16904,United Kingdom
543923,22930,BAKING MOULD HEART MILK CHOCOLATE,6,2011-02-14 14:14:00,2.55,14644,United Kingdom
543973,22156,HEART DECORATION WITH PEARLS ,12,2011-02-14 15:15:00,0.85,17571,United Kingdom
543973,22789,T-LIGHT HOLDER SWEETHEART HANGING,8,2011-02-14 15:15:00,1.95,17571,United Kingdom
543973,21974,SET OF 36 PAISLEY FLOWER DOILIES,1,2011-02-14 15:15:00,1.45,17571,United Kingdom
543973,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,12,2011-02-14 15:15:00,0.65,17571,United Kingdom
543973,85206A,CREAM FELT EASTER EGG BASKET,1,2011-02-14 15:15:00,1.65,17571,United Kingdom
543973,22961,JAM MAKING SET PRINTED,1,2011-02-14 15:15:00,1.45,17571,United Kingdom
543975,22498,WOODEN REGATTA BUNTING,1,2011-02-14 15:23:00,5.95,17231,United Kingdom
543975,85152,HAND OVER THE CHOCOLATE   SIGN ,2,2011-02-14 15:23:00,2.10,17231,United Kingdom
543978,22933,BAKING MOULD EASTER EGG MILK CHOC,2,2011-02-14 15:37:00,2.95,12867,United Kingdom
543978,21071,VINTAGE BILLBOARD DRINK ME MUG,6,2011-02-14 15:37:00,1.25,12867,United Kingdom
543979,85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,6,2011-02-14 15:43:00,0.65,14606,United Kingdom
543979,22296,HEART IVORY TRELLIS LARGE,1,2011-02-14 15:43:00,1.65,14606,United Kingdom
543983,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-02-15 09:20:00,1.25,16979,United Kingdom
543985,22537,MAGIC DRAWING SLATE DINOSAUR,10,2011-02-15 09:44:00,0.83,,United Kingdom
543985,22699,ROSES REGENCY TEACUP AND SAUCER ,1,2011-02-15 09:44:00,5.79,,United Kingdom
543985,21818,GLITTER HEART DECORATION,1,2011-02-15 09:44:00,1.63,,United Kingdom
543985,21121,SET/10 RED POLKADOT PARTY CANDLES,1,2011-02-15 09:44:00,2.46,,United Kingdom
543985,21937,STRAWBERRY   PICNIC BAG,1,2011-02-15 09:44:00,5.79,,United Kingdom
543985,17012C,ORIGAMI LAVENDER INCENSE/CANDL SET ,1,2011-02-15 09:44:00,2.46,,United Kingdom
543989,22907,PACK OF 20 NAPKINS PANTRY DESIGN,96,2011-02-15 09:52:00,0.72,12415,Australia
543989,21058,PARTY INVITES WOODLAND,144,2011-02-15 09:52:00,0.72,12415,Australia
543989,22423,REGENCY CAKESTAND 3 TIER,64,2011-02-15 09:52:00,10.95,12415,Australia
543989,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",72,2011-02-15 09:52:00,4.25,12415,Australia
543990,22728,ALARM CLOCK BAKELIKE PINK,4,2011-02-15 09:59:00,3.75,15122,United Kingdom
543990,22936,BAKING MOULD ROSE WHITE CHOCOLATE,6,2011-02-15 09:59:00,3.25,15122,United Kingdom
543993,22961,JAM MAKING SET PRINTED,12,2011-02-15 10:40:00,1.45,17612,United Kingdom
543993,22384,LUNCH BAG PINK POLKADOT,10,2011-02-15 10:40:00,1.65,17612,United Kingdom
543997,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2011-02-15 10:49:00,0.42,17348,United Kingdom
543997,21981,PACK OF 12 WOODLAND TISSUES ,1,2011-02-15 10:49:00,0.29,17348,United Kingdom
544039,22215,CAKE STAND WHITE TWO TIER LACE,1,2011-02-15 11:33:00,8.50,14744,United Kingdom
544040,22261,FELT EGG COSY WHITE RABBIT ,1,2011-02-15 11:40:00,0.85,14701,United Kingdom
544040,21907,I'M ON HOLIDAY METAL SIGN,1,2011-02-15 11:40:00,2.10,14701,United Kingdom
544040,20762,GREEN FERN SKETCHBOOK ,1,2011-02-15 11:40:00,3.75,14701,United Kingdom
544042,21927,BLUE/CREAM STRIPE CUSHION COVER ,1,2011-02-15 11:52:00,1.25,14527,United Kingdom
544051,16237,SLEEPING CAT ERASERS,30,2011-02-15 12:40:00,0.21,16700,United Kingdom
544051,22843,BISCUIT TIN VINTAGE GREEN,2,2011-02-15 12:40:00,6.75,16700,United Kingdom
544051,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,6,2011-02-15 12:40:00,4.95,16700,United Kingdom
544055,22219,LOVEBIRD HANGING DECORATION WHITE ,12,2011-02-15 12:48:00,0.85,14035,United Kingdom
544055,22189,CREAM HEART CARD HOLDER,4,2011-02-15 12:48:00,3.95,14035,United Kingdom
544058,22510,GINGHAM BABUSHKA DOORSTOP,2,2011-02-15 12:56:00,3.75,14176,United Kingdom
544058,21408,SPOTTY PINK DUCK DOORSTOP,3,2011-02-15 12:56:00,4.25,14176,United Kingdom
544062,22112,CHOCOLATE HOT WATER BOTTLE,2,2011-02-15 13:19:00,4.95,15311,United Kingdom
544064,84792,ENCHANTED BIRD COATHANGER 5 HOOK,1,2011-02-15 13:50:00,4.65,17114,United Kingdom
544067,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,6,2011-02-15 14:02:00,4.25,16431,United Kingdom
544067,20758,ABSTRACT CIRCLES POCKET BOOK,3,2011-02-15 14:02:00,0.85,16431,United Kingdom
544068,21240,BLUE POLKADOT CUP,1,2011-02-15 14:08:00,0.85,16431,United Kingdom
544070,47559B,TEA TIME OVEN GLOVE,10,2011-02-15 14:19:00,1.25,15370,United Kingdom
544070,62096A,PINK/YELLOW FLOWERS HANDBAG,6,2011-02-15 14:19:00,1.25,15370,United Kingdom
544074,21445,12 PINK ROSE PEG PLACE SETTINGS,4,2011-02-15 14:49:00,1.25,14156,EIRE
544074,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,2,2011-02-15 14:49:00,1.25,14156,EIRE
544074,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-02-15 14:49:00,8.50,14156,EIRE
544074,22398,MAGNETS PACK OF 4 SWALLOWS,4,2011-02-15 14:49:00,1.25,14156,EIRE
544074,22450,SILK PURSE BABUSHKA BLUE,2,2011-02-15 14:49:00,3.35,14156,EIRE
544075,22932,BAKING MOULD TOFFEE CUP CHOCOLATE,96,2011-02-15 14:50:00,2.10,14156,EIRE
544077,22248,DECORATION  PINK CHICK MAGIC GARDEN,8,2011-02-15 15:04:00,0.85,14825,United Kingdom
544087,20971,PINK BLUE FELT CRAFT TRINKET BOX,4,2011-02-15 17:02:00,1.25,17530,United Kingdom
544087,20762,GREEN FERN SKETCHBOOK ,1,2011-02-15 17:02:00,3.75,17530,United Kingdom
544087,85188B,PINK METAL SWINGING BUNNY,2,2011-02-15 17:02:00,0.85,17530,United Kingdom
544089,22446,PIN CUSHION BABUSHKA PINK,1,2011-02-15 17:51:00,6.63,,United Kingdom
544089,21564,PINK  HEART SHAPE LOVE BUCKET ,1,2011-02-15 17:51:00,5.79,,United Kingdom
544089,22723,SET OF 6 HERB TINS SKETCHBOOK,2,2011-02-15 17:51:00,3.95,,United Kingdom
544089,22907,PACK OF 20 NAPKINS PANTRY DESIGN,1,2011-02-15 17:51:00,1.63,,United Kingdom
544089,79144B,PAINTED LIGHTBULB STAR+ MOON,1,2011-02-15 17:51:00,0.83,,United Kingdom
544089,21506,"FANCY FONT BIRTHDAY CARD, ",1,2011-02-15 17:51:00,0.83,,United Kingdom
544094,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-02-16 09:11:00,1.65,15810,United Kingdom
544096,22961,JAM MAKING SET PRINTED,12,2011-02-16 09:45:00,1.45,14386,United Kingdom
544097,22188,BLACK HEART CARD HOLDER,4,2011-02-16 09:56:00,3.95,12455,Cyprus
544097,22595,GINGHAM HEART DECORATION,48,2011-02-16 09:56:00,0.85,12455,Cyprus
544098,21071,VINTAGE BILLBOARD DRINK ME MUG,12,2011-02-16 10:04:00,1.25,16019,United Kingdom
544101,20973,12 PENCIL SMALL TUBE WOODLAND,24,2011-02-16 10:32:00,0.65,16378,United Kingdom
544103,22432,WATERING CAN PINK BUNNY,1,2011-02-16 10:33:00,1.95,17961,United Kingdom
544105,22113,GREY HEART HOT WATER BOTTLE,8,2011-02-16 10:38:00,3.75,17567,United Kingdom
544105,21844,RED RETROSPOT MUG,6,2011-02-16 10:38:00,2.95,17567,United Kingdom
544106,22766,PHOTO FRAME CORNICE,4,2011-02-16 10:47:00,2.95,14530,United Kingdom
544107,21926,RED/CREAM STRIPE CUSHION COVER ,12,2011-02-16 10:50:00,1.25,15670,United Kingdom
544107,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-02-16 10:50:00,2.95,15670,United Kingdom
544109,22233,JIGSAW RABBIT AND BIRDHOUSE,3,2011-02-16 10:56:00,1.65,12841,United Kingdom
544111,47590B,PINK HAPPY BIRTHDAY BUNTING,6,2011-02-16 11:18:00,5.45,16126,United Kingdom
544111,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,12,2011-02-16 11:18:00,3.75,16126,United Kingdom
544112,21930,JUMBO STORAGE BAG SKULLS,10,2011-02-16 11:37:00,1.95,15039,United Kingdom
544112,48188,DOORMAT WELCOME PUPPIES,1,2011-02-16 11:37:00,7.95,15039,United Kingdom
544112,21055,TOOL BOX SOFT TOY ,1,2011-02-16 11:37:00,8.95,15039,United Kingdom
544112,22668,PINK BABY BUNTING,5,2011-02-16 11:37:00,2.95,15039,United Kingdom
544115,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-02-16 11:45:00,0.85,12727,France
544115,22748,POPPY'S PLAYHOUSE KITCHEN,12,2011-02-16 11:45:00,2.10,12727,France
544115,POST,POSTAGE,5,2011-02-16 11:45:00,18.00,12727,France
544150,22624,IVORY KITCHEN SCALES,2,2011-02-16 11:59:00,8.50,14180,United Kingdom
544152,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,2400,2011-02-16 12:10:00,0.06,14609,United Kingdom
544153,47566B,TEA TIME PARTY BUNTING,1,2011-02-16 12:11:00,4.95,15356,United Kingdom
544153,85150,LADIES & GENTLEMEN METAL SIGN,1,2011-02-16 12:11:00,2.55,15356,United Kingdom
544153,47590A,BLUE HAPPY BIRTHDAY BUNTING,1,2011-02-16 12:11:00,5.45,15356,United Kingdom
544158,21181,PLEASE ONE PERSON METAL SIGN,12,2011-02-16 12:47:00,2.10,14944,United Kingdom
544159,21136,PAINTED METAL PEARS ASSORTED,16,2011-02-16 12:48:00,1.69,14944,United Kingdom
544161,21755,LOVE BUILDING BLOCK WORD,3,2011-02-16 12:59:00,5.95,16875,United Kingdom
544162,22916,HERB MARKER THYME,5,2011-02-16 13:00:00,0.65,14959,United Kingdom
544162,22289,HANGING METAL CHICKEN DECORATION,3,2011-02-16 13:00:00,1.25,14959,United Kingdom
544165,22357,KINGS CHOICE BISCUIT TIN,4,2011-02-16 13:11:00,4.25,14210,United Kingdom
544167,22467,GUMBALL COAT RACK,6,2011-02-16 13:14:00,2.55,14755,United Kingdom
544167,21621,VINTAGE UNION JACK BUNTING,4,2011-02-16 13:14:00,8.50,14755,United Kingdom
544167,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-16 13:14:00,1.69,14755,United Kingdom
544167,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-02-16 13:14:00,3.75,14755,United Kingdom
544169,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,2011-02-16 13:44:00,6.75,13078,United Kingdom
544177,47599B,BLUE PARTY BAGS ,6,2011-02-16 14:27:00,2.10,13001,United Kingdom
544177,20847,ZINC HEART LATTICE CHARGER LARGE,1,2011-02-16 14:27:00,3.75,13001,United Kingdom
544177,22469,HEART OF WICKER SMALL,40,2011-02-16 14:27:00,1.45,13001,United Kingdom
